transport_id,module,objects_changed,lines_changed,conflicts,history_failures,transport_stage,change_request_status,risk_level
TR00476,HR,5,61,0,2,Development,Approved,LOW
TR00477,MM,3,159,1,1,Development,Rejected,MEDIUM
TR00478,MM,1,275,2,1,Production,Pending,HIGH
TR00479,SD,3,101,0,3,Development,Rejected,HIGH
TR00480,FI,1,76,2,4,Production,Approved,HIGH
TR00481,HR,4,164,1,2,Production,Pending,MEDIUM
TR00482,FI,1,21,0,0,Production,Rejected,LOW
TR00483,MM,4,261,2,2,Production,Approved,HIGH
TR00484,SD,5,219,0,1,Production,Approved,MEDIUM
TR00485,FI,3,139,1,4,Quality,Approved,HIGH
TR00486,HR,5,110,1,2,Quality,Rejected,MEDIUM
TR00487,SD,6,218,0,0,Development,Pending,MEDIUM
TR00488,FI,1,11,2,4,Production,Rejected,HIGH
TR00489,SD,4,31,2,1,Quality,Approved,HIGH
TR00490,MM,1,196,2,3,Quality,Pending,HIGH
TR00491,MM,4,286,0,0,Development,Rejected,MEDIUM
TR00492,MM,2,121,2,4,Quality,Pending,HIGH
TR00493,HR,4,263,2,3,Production,Rejected,HIGH
TR00494,HR,4,267,0,3,Quality,Approved,HIGH
TR00495,SD,5,233,0,1,Quality,Approved,MEDIUM
TR00496,MM,2,199,2,1,Production,Approved,HIGH
TR00497,HR,5,50,0,2,Development,Rejected,LOW
TR00498,FI,5,60,2,3,Development,Rejected,HIGH
TR00499,FI,3,241,0,4,Production,Approved,HIGH
TR00500,HR,1,159,1,0,Quality,Rejected,MEDIUM
TR00501,HR,3,18,2,4,Development,Rejected,HIGH
TR00502,HR,1,273,1,1,Production,Pending,MEDIUM
TR00503,SD,2,97,2,3,Quality,Pending,HIGH
TR00504,FI,5,234,0,0,Quality,Rejected,HIGH
TR00505,SD,1,83,2,0,Development,Approved,HIGH
TR00506,SD,1,99,2,2,Development,Pending,HIGH
TR00507,SD,1,141,1,1,Production,Rejected,MEDIUM
TR00508,SD,1,136,0,1,Development,Pending,MEDIUM
TR00509,SD,3,296,0,4,Quality,Approved,HIGH
TR00510,MM,4,127,1,0,Production,Pending,MEDIUM
TR00511,SD,2,236,0,3,Quality,Pending,HIGH
TR00512,MM,1,126,1,3,Production,Rejected,HIGH
TR00513,HR,4,14,1,3,Development,Rejected,HIGH
TR00514,HR,5,120,1,1,Development,Rejected,MEDIUM
TR00515,MM,3,117,0,0,Development,Rejected,MEDIUM
TR00516,MM,5,234,0,4,Quality,Rejected,HIGH
TR00517,FI,4,41,2,2,Production,Rejected,HIGH
TR00518,HR,1,64,0,3,Development,Pending,HIGH
TR00519,HR,4,225,0,3,Development,Rejected,HIGH
TR00520,HR,3,23,2,3,Quality,Pending,HIGH
TR00521,FI,3,284,1,0,Quality,Approved,HIGH
TR00522,MM,4,190,2,3,Development,Approved,HIGH
TR00523,FI,1,54,1,4,Production,Rejected,HIGH
TR00524,SD,1,71,2,4,Production,Pending,HIGH
TR00525,SD,1,114,2,0,Production,Approved,HIGH
TR00526,SD,2,266,1,1,Quality,Rejected,MEDIUM
TR00527,HR,3,223,2,0,Production,Rejected,HIGH
TR00528,HR,5,136,1,3,Development,Rejected,HIGH
TR00529,FI,5,74,0,0,Quality,Rejected,LOW
TR00530,MM,3,142,2,3,Quality,Approved,HIGH
TR00531,HR,2,32,2,3,Production,Rejected,HIGH
TR00532,SD,1,232,1,0,Development,Pending,MEDIUM
TR00533,HR,2,195,0,2,Development,Approved,MEDIUM
TR00534,MM,4,259,1,3,Development,Approved,HIGH
TR00535,HR,1,274,0,1,Quality,Approved,MEDIUM
TR00536,MM,6,239,0,3,Quality,Pending,HIGH
TR00537,FI,5,196,1,1,Quality,Rejected,HIGH
TR00538,SD,3,187,2,2,Production,Rejected,HIGH
TR00539,MM,2,110,0,4,Quality,Approved,HIGH
TR00540,FI,6,236,0,1,Quality,Pending,HIGH
TR00541,HR,3,203,0,1,Production,Pending,MEDIUM
TR00542,MM,1,39,2,3,Production,Pending,HIGH
TR00543,MM,3,83,1,4,Quality,Rejected,HIGH
TR00544,FI,2,89,2,1,Quality,Pending,HIGH
TR00545,FI,3,151,1,2,Development,Approved,HIGH
TR00546,FI,2,293,2,4,Quality,Approved,HIGH
TR00547,HR,1,196,2,1,Quality,Approved,HIGH
TR00548,FI,6,216,1,2,Production,Approved,HIGH
TR00549,SD,4,220,0,2,Development,Approved,MEDIUM
TR00550,MM,2,197,2,4,Production,Approved,HIGH
TR00551,MM,2,218,2,2,Quality,Pending,HIGH
TR00552,MM,1,173,1,4,Development,Rejected,HIGH
TR00553,MM,6,15,0,2,Development,Approved,LOW
TR00554,SD,4,32,1,3,Development,Pending,HIGH
TR00555,SD,5,32,0,1,Development,Approved,LOW
TR00556,FI,2,136,1,3,Development,Pending,HIGH
TR00557,MM,1,100,1,4,Development,Rejected,HIGH
TR00558,MM,1,252,2,3,Quality,Approved,HIGH
TR00559,FI,5,177,2,0,Quality,Pending,HIGH
TR00560,HR,6,122,0,3,Production,Pending,HIGH
TR00561,HR,4,111,1,0,Production,Rejected,MEDIUM
TR00562,FI,5,166,0,0,Quality,Pending,HIGH
TR00563,MM,4,254,2,1,Production,Approved,HIGH
TR00564,HR,4,270,1,2,Production,Approved,MEDIUM
TR00565,MM,4,26,2,0,Development,Approved,HIGH
TR00566,HR,6,155,2,3,Quality,Approved,HIGH
TR00567,SD,6,95,1,2,Quality,Pending,MEDIUM
TR00568,HR,5,131,2,4,Quality,Approved,HIGH
TR00569,HR,6,252,2,1,Production,Pending,HIGH
TR00570,MM,2,156,2,2,Development,Rejected,HIGH
TR00571,SD,2,97,1,0,Production,Pending,MEDIUM
TR00572,MM,1,279,1,3,Production,Pending,HIGH
TR00573,FI,2,26,0,4,Production,Pending,HIGH
TR00574,HR,6,269,2,1,Production,Approved,HIGH
TR00575,HR,6,181,1,3,Development,Approved,HIGH
TR00576,SD,6,268,1,4,Production,Approved,HIGH
TR00577,SD,6,156,0,0,Quality,Pending,MEDIUM
TR00578,FI,4,11,1,0,Quality,Pending,MEDIUM
TR00579,FI,2,214,0,1,Production,Rejected,HIGH
TR00580,SD,5,255,0,2,Production,Approved,MEDIUM
TR00581,FI,1,60,1,3,Production,Pending,HIGH
TR00582,HR,3,294,1,2,Production,Pending,MEDIUM
TR00583,HR,3,147,1,0,Production,Approved,MEDIUM
TR00584,SD,6,179,2,2,Production,Approved,HIGH
TR00585,MM,1,244,2,4,Production,Approved,HIGH
TR00586,FI,3,189,1,2,Production,Rejected,HIGH
TR00587,FI,4,18,0,4,Quality,Approved,HIGH
TR00588,FI,3,294,2,0,Production,Approved,HIGH
TR00589,FI,1,21,2,0,Production,Rejected,HIGH
TR00590,FI,5,82,1,4,Development,Approved,HIGH
TR00591,FI,1,189,1,1,Development,Approved,HIGH
TR00592,SD,3,172,1,0,Quality,Pending,MEDIUM
TR00593,FI,4,182,1,1,Quality,Pending,HIGH
TR00594,SD,3,131,1,0,Production,Pending,MEDIUM
TR00595,HR,1,145,0,1,Quality,Rejected,MEDIUM
TR00596,HR,3,169,0,3,Development,Approved,HIGH
TR00597,FI,4,215,0,1,Production,Approved,HIGH
TR00598,MM,2,66,1,0,Development,Approved,MEDIUM
TR00599,HR,2,103,0,0,Development,Pending,MEDIUM
TR00600,MM,1,262,0,3,Production,Rejected,HIGH
TR00601,FI,2,148,2,0,Production,Approved,HIGH
TR00602,HR,6,132,0,0,Development,Pending,MEDIUM
TR00603,MM,3,67,1,4,Development,Pending,HIGH
TR00604,SD,6,109,1,4,Quality,Approved,HIGH
TR00605,SD,4,92,2,2,Development,Approved,HIGH
TR00606,FI,2,219,0,1,Production,Pending,HIGH
TR00607,MM,4,269,1,3,Production,Pending,HIGH
TR00608,SD,5,197,1,0,Quality,Approved,MEDIUM
TR00609,SD,4,169,0,4,Development,Rejected,HIGH
TR00610,FI,2,126,2,2,Production,Rejected,HIGH
TR00611,MM,3,135,1,0,Production,Pending,MEDIUM
TR00612,FI,2,82,2,1,Production,Rejected,HIGH
TR00613,SD,2,143,1,1,Development,Approved,MEDIUM
TR00614,HR,2,77,1,1,Development,Rejected,MEDIUM
TR00615,HR,1,206,0,2,Production,Rejected,MEDIUM
TR00616,HR,1,182,0,0,Development,Rejected,MEDIUM
TR00617,SD,1,261,0,1,Production,Pending,MEDIUM
TR00618,HR,4,250,2,2,Quality,Pending,HIGH
TR00619,HR,1,48,0,4,Production,Rejected,HIGH
TR00620,SD,1,67,0,3,Quality,Pending,HIGH
TR00621,FI,3,175,0,4,Production,Pending,HIGH
TR00622,HR,3,261,2,2,Production,Rejected,HIGH
TR00623,FI,1,137,2,1,Production,Approved,HIGH
TR00624,SD,1,271,0,0,Production,Pending,MEDIUM
TR00625,SD,4,230,0,1,Development,Rejected,MEDIUM
TR00626,SD,4,137,1,4,Quality,Pending,HIGH
TR00627,SD,3,130,1,2,Production,Pending,MEDIUM
TR00628,MM,6,111,0,2,Production,Rejected,MEDIUM
TR00629,MM,6,78,1,4,Production,Approved,HIGH
TR00630,HR,1,293,0,4,Production,Rejected,HIGH
TR00631,MM,5,52,0,1,Production,Pending,LOW
TR00632,MM,3,191,1,3,Production,Rejected,HIGH
TR00633,MM,6,106,2,1,Development,Rejected,HIGH
TR00634,MM,1,244,1,4,Development,Pending,HIGH
TR00635,MM,2,223,0,2,Production,Approved,MEDIUM
TR00636,MM,2,139,0,0,Quality,Approved,MEDIUM
TR00637,SD,1,28,1,3,Production,Pending,HIGH
TR00638,HR,4,36,0,1,Quality,Rejected,LOW
TR00639,HR,4,24,0,2,Quality,Rejected,LOW
TR00640,FI,3,232,2,0,Production,Rejected,HIGH
TR00641,FI,5,48,2,3,Quality,Rejected,HIGH
TR00642,FI,5,263,2,4,Production,Pending,HIGH
TR00643,HR,1,168,0,1,Production,Rejected,MEDIUM
TR00644,MM,6,185,2,1,Production,Pending,HIGH
TR00645,FI,4,263,2,3,Development,Pending,HIGH
TR00646,MM,2,249,0,0,Development,Pending,MEDIUM
TR00647,FI,5,157,0,2,Development,Rejected,HIGH
TR00648,SD,1,73,1,4,Quality,Approved,HIGH
TR00649,HR,5,10,0,4,Quality,Rejected,HIGH
TR00650,HR,4,186,0,0,Development,Pending,MEDIUM
TR00651,FI,5,113,1,4,Production,Approved,HIGH
TR00652,FI,3,75,0,0,Production,Rejected,LOW
TR00653,FI,2,47,1,0,Development,Pending,MEDIUM
TR00654,SD,3,91,1,4,Quality,Approved,HIGH
TR00655,FI,3,17,1,2,Development,Pending,MEDIUM
TR00656,SD,4,236,2,3,Development,Approved,HIGH
TR00657,FI,6,114,0,0,Production,Approved,MEDIUM
TR00658,FI,5,268,2,4,Production,Approved,HIGH
TR00659,SD,4,111,0,0,Production,Rejected,MEDIUM
TR00660,FI,5,50,1,2,Production,Rejected,MEDIUM
TR00661,SD,2,176,2,1,Development,Approved,HIGH
TR00662,MM,3,33,0,3,Quality,Pending,HIGH
TR00663,SD,3,169,1,4,Quality,Approved,HIGH
TR00664,HR,5,100,1,3,Development,Approved,HIGH
TR00665,MM,4,196,2,1,Quality,Pending,HIGH
TR00666,HR,5,196,0,0,Production,Approved,MEDIUM
TR00667,FI,3,32,0,3,Quality,Approved,HIGH
TR00668,HR,2,222,2,1,Production,Rejected,HIGH
TR00669,FI,4,169,0,0,Development,Approved,HIGH
TR00670,FI,2,39,0,4,Production,Rejected,HIGH
TR00671,FI,3,107,1,2,Quality,Rejected,MEDIUM
TR00672,SD,6,125,1,2,Quality,Rejected,MEDIUM
TR00673,FI,5,93,1,2,Production,Pending,MEDIUM
TR00674,FI,3,134,2,2,Quality,Rejected,HIGH
TR00675,HR,1,142,1,4,Development,Approved,HIGH
TR00676,MM,2,247,0,3,Quality,Pending,HIGH
TR00677,MM,3,235,0,1,Development,Approved,MEDIUM
TR00678,SD,2,277,2,1,Quality,Pending,HIGH
TR00679,MM,4,135,2,2,Production,Rejected,HIGH
TR00680,MM,3,110,1,0,Development,Pending,MEDIUM
TR00681,FI,2,110,1,0,Development,Rejected,MEDIUM
TR00682,MM,4,222,1,3,Production,Approved,HIGH
TR00683,HR,3,91,1,2,Quality,Pending,MEDIUM
TR00684,MM,6,93,1,4,Quality,Rejected,HIGH
TR00685,FI,5,56,1,0,Development,Rejected,MEDIUM
TR00686,MM,6,193,2,2,Quality,Approved,HIGH
TR00687,HR,1,28,1,3,Development,Pending,HIGH
TR00688,MM,4,276,0,3,Development,Rejected,HIGH
TR00689,MM,1,289,2,0,Development,Approved,HIGH
TR00690,HR,2,242,0,4,Production,Approved,HIGH
TR00691,HR,3,275,1,0,Production,Approved,MEDIUM
TR00692,FI,3,279,0,0,Development,Approved,HIGH
TR00693,MM,6,182,0,4,Quality,Rejected,HIGH
TR00694,MM,3,197,2,2,Production,Rejected,HIGH
TR00695,HR,1,176,1,1,Development,Approved,MEDIUM
TR00696,SD,5,169,2,2,Development,Rejected,HIGH
TR00697,MM,5,213,2,0,Production,Approved,HIGH
TR00698,FI,2,188,0,0,Development,Approved,HIGH
TR00699,HR,1,32,1,0,Production,Approved,MEDIUM
TR00700,SD,2,274,0,1,Development,Rejected,MEDIUM
TR00701,FI,1,186,2,2,Quality,Pending,HIGH
TR00702,SD,3,58,2,2,Development,Pending,HIGH
TR00703,SD,5,191,1,1,Development,Approved,MEDIUM
TR00704,HR,1,167,0,2,Quality,Approved,MEDIUM
TR00705,SD,3,70,2,0,Quality,Rejected,HIGH
TR00706,HR,3,109,1,0,Production,Approved,MEDIUM
TR00707,HR,4,165,0,2,Production,Pending,MEDIUM
TR00708,HR,5,285,0,3,Development,Approved,HIGH
TR00709,FI,5,84,2,1,Production,Rejected,HIGH
TR00710,HR,2,288,1,1,Quality,Approved,MEDIUM
TR00711,FI,1,148,2,1,Quality,Rejected,HIGH
TR00712,SD,5,290,1,2,Development,Rejected,MEDIUM
TR00713,SD,6,298,0,3,Quality,Pending,HIGH
TR00714,MM,3,300,0,4,Quality,Rejected,HIGH
TR00715,HR,6,149,0,0,Development,Pending,MEDIUM
TR00716,HR,2,190,1,3,Quality,Approved,HIGH
TR00717,SD,3,106,1,4,Quality,Approved,HIGH
TR00718,SD,4,295,0,4,Production,Pending,HIGH
TR00719,SD,3,168,1,1,Quality,Rejected,MEDIUM
TR00720,HR,2,68,1,0,Quality,Approved,MEDIUM
TR00721,SD,5,44,0,0,Development,Pending,LOW
TR00722,SD,1,182,0,0,Production,Pending,MEDIUM
TR00723,HR,4,50,0,4,Development,Pending,HIGH
TR00724,HR,5,188,1,4,Quality,Pending,HIGH
TR00725,MM,4,103,2,1,Production,Approved,HIGH
TR00726,FI,6,260,2,4,Quality,Approved,HIGH
TR00727,MM,1,121,0,4,Production,Rejected,HIGH
TR00728,HR,6,35,2,1,Production,Approved,HIGH
TR00729,HR,3,268,1,3,Quality,Rejected,HIGH
TR00730,MM,3,34,0,3,Development,Pending,HIGH
TR00731,SD,5,28,0,0,Quality,Approved,LOW
TR00732,FI,2,291,1,1,Production,Rejected,HIGH
TR00733,MM,2,153,1,3,Quality,Rejected,HIGH
TR00734,MM,5,243,2,4,Production,Rejected,HIGH
TR00735,HR,6,52,0,3,Production,Rejected,HIGH
TR00736,FI,6,209,0,0,Development,Pending,HIGH
TR00737,HR,5,105,0,3,Quality,Approved,HIGH
TR00738,MM,2,116,1,3,Production,Approved,HIGH
TR00739,SD,2,299,0,0,Quality,Rejected,MEDIUM
TR00740,MM,6,95,2,4,Quality,Approved,HIGH
TR00741,MM,5,294,0,3,Production,Approved,HIGH
TR00742,SD,2,32,0,2,Development,Rejected,LOW
TR00743,MM,5,151,0,2,Production,Rejected,MEDIUM
TR00744,MM,4,249,2,1,Development,Approved,HIGH
TR00745,MM,6,188,2,3,Quality,Pending,HIGH
TR00746,SD,1,142,0,0,Development,Approved,MEDIUM
TR00747,MM,4,204,2,2,Development,Pending,HIGH
TR00748,FI,6,294,1,2,Production,Rejected,HIGH
TR00749,MM,6,247,1,1,Production,Approved,MEDIUM
TR00750,SD,6,216,0,4,Development,Approved,HIGH
TR00751,FI,1,88,2,1,Production,Pending,HIGH
TR00752,MM,2,82,1,3,Production,Approved,HIGH
TR00753,MM,2,286,0,1,Development,Rejected,MEDIUM
TR00754,MM,3,13,1,2,Development,Rejected,MEDIUM
TR00755,FI,4,213,1,3,Production,Approved,HIGH
TR00756,HR,3,112,0,0,Development,Rejected,MEDIUM
TR00757,SD,3,113,1,2,Production,Pending,MEDIUM
TR00758,FI,6,164,2,4,Production,Rejected,HIGH
TR00759,MM,2,146,0,3,Quality,Approved,HIGH
TR00760,MM,5,134,2,3,Production,Pending,HIGH
TR00761,MM,3,200,1,2,Production,Pending,MEDIUM
TR00762,FI,3,239,0,0,Production,Rejected,HIGH
TR00763,MM,5,113,0,3,Development,Pending,HIGH
TR00764,SD,1,147,2,2,Quality,Approved,HIGH
TR00765,SD,4,281,0,0,Production,Approved,MEDIUM
TR00766,HR,3,76,0,0,Development,Rejected,LOW
TR00767,HR,6,190,1,2,Quality,Pending,MEDIUM
TR00768,MM,4,246,2,1,Production,Rejected,HIGH
TR00769,HR,3,201,2,4,Quality,Approved,HIGH
TR00770,SD,6,61,1,3,Development,Rejected,HIGH
TR00771,MM,5,150,0,0,Development,Rejected,MEDIUM
TR00772,HR,6,91,2,4,Quality,Approved,HIGH
TR00773,SD,1,38,0,0,Production,Rejected,LOW
TR00774,FI,3,63,2,3,Quality,Approved,HIGH
TR00775,HR,4,283,0,2,Production,Approved,MEDIUM
TR00776,MM,4,69,0,2,Development,Pending,LOW
TR00777,SD,6,268,0,0,Production,Rejected,MEDIUM
TR00778,SD,6,218,1,3,Quality,Rejected,HIGH
TR00779,HR,2,263,1,1,Development,Rejected,MEDIUM
TR00780,MM,2,278,0,0,Production,Rejected,MEDIUM
TR00781,HR,5,98,2,0,Development,Approved,HIGH
TR00782,HR,6,70,2,3,Development,Approved,HIGH
TR00783,SD,1,85,2,2,Quality,Rejected,HIGH
TR00784,MM,5,191,0,4,Development,Rejected,HIGH
TR00785,SD,5,112,0,2,Production,Approved,MEDIUM
TR00786,SD,5,229,0,2,Development,Rejected,MEDIUM
TR00787,MM,3,204,2,1,Production,Rejected,HIGH
TR00788,HR,5,48,2,3,Production,Rejected,HIGH
TR00789,SD,3,94,2,1,Quality,Approved,HIGH
TR00790,SD,1,22,1,2,Production,Rejected,MEDIUM
TR00791,SD,1,16,1,1,Development,Rejected,MEDIUM
TR00792,SD,3,138,2,2,Production,Approved,HIGH
TR00793,FI,2,100,1,0,Development,Rejected,MEDIUM
TR00794,SD,1,66,2,2,Development,Approved,HIGH
TR00795,FI,4,114,0,4,Production,Approved,HIGH
TR00796,SD,6,171,2,2,Development,Approved,HIGH
TR00797,FI,2,47,2,1,Development,Rejected,HIGH
TR00798,MM,5,235,1,1,Development,Rejected,MEDIUM
TR00799,MM,1,167,2,1,Development,Approved,HIGH
TR00800,MM,6,165,1,0,Development,Approved,MEDIUM
TR00801,FI,4,131,0,0,Quality,Approved,HIGH
TR00802,SD,1,16,0,1,Quality,Approved,LOW
TR00803,FI,1,191,1,2,Production,Pending,HIGH
TR00804,SD,4,41,2,3,Development,Rejected,HIGH
TR00805,MM,4,245,0,2,Development,Pending,MEDIUM
TR00806,MM,5,226,1,2,Development,Approved,MEDIUM
TR00807,MM,4,100,0,4,Quality,Rejected,HIGH
TR00808,HR,6,232,0,0,Development,Rejected,MEDIUM
TR00809,MM,3,283,0,3,Development,Pending,HIGH
TR00810,SD,4,50,1,3,Development,Rejected,HIGH
TR00811,SD,4,142,0,4,Production,Pending,HIGH
TR00812,FI,4,54,0,3,Production,Rejected,HIGH
TR00813,MM,6,135,0,1,Production,Pending,MEDIUM
TR00814,HR,2,165,1,4,Development,Pending,HIGH
TR00815,FI,2,128,2,1,Development,Rejected,HIGH
TR00816,SD,2,218,1,2,Production,Pending,MEDIUM
TR00817,FI,4,141,2,0,Quality,Pending,HIGH
TR00818,HR,2,157,0,4,Development,Rejected,HIGH
TR00819,MM,2,71,0,0,Production,Pending,LOW
TR00820,HR,1,155,1,0,Quality,Approved,MEDIUM
TR00821,SD,6,274,0,4,Quality,Rejected,HIGH
TR00822,MM,2,49,0,1,Development,Rejected,LOW
TR00823,SD,5,244,1,4,Quality,Pending,HIGH
TR00824,MM,5,52,2,2,Development,Rejected,HIGH
TR00825,HR,4,127,2,2,Production,Rejected,HIGH
TR00826,FI,2,186,1,2,Production,Pending,HIGH
TR00827,MM,3,61,2,3,Quality,Approved,HIGH
TR00828,MM,5,51,0,2,Development,Rejected,LOW
TR00829,HR,6,44,2,2,Production,Approved,HIGH
TR00830,FI,3,45,0,2,Development,Rejected,LOW
TR00831,MM,3,135,2,1,Quality,Pending,HIGH
TR00832,SD,3,37,1,0,Development,Approved,MEDIUM
TR00833,SD,4,34,1,3,Development,Rejected,HIGH
TR00834,HR,3,68,0,4,Development,Pending,HIGH
TR00835,MM,1,176,2,0,Production,Approved,HIGH
TR00836,SD,3,263,1,4,Quality,Rejected,HIGH
TR00837,MM,5,252,1,2,Production,Approved,MEDIUM
TR00838,FI,5,175,0,2,Development,Rejected,HIGH
TR00839,FI,3,260,2,1,Quality,Pending,HIGH
TR00840,MM,6,119,1,2,Development,Approved,MEDIUM
TR00841,SD,6,239,0,3,Quality,Pending,HIGH
TR00842,FI,4,95,0,4,Production,Approved,HIGH
TR00843,HR,6,48,2,3,Development,Approved,HIGH
TR00844,MM,1,292,2,1,Development,Rejected,HIGH
TR00845,HR,3,122,0,2,Quality,Rejected,MEDIUM
TR00846,HR,6,68,0,4,Quality,Rejected,HIGH
TR00847,HR,6,27,1,2,Development,Rejected,MEDIUM
TR00848,SD,2,97,1,4,Development,Approved,HIGH
TR00849,SD,3,105,1,1,Production,Rejected,MEDIUM
TR00850,SD,1,39,1,3,Quality,Pending,HIGH
TR00851,FI,1,122,1,1,Development,Rejected,HIGH
TR00852,SD,3,45,1,4,Quality,Pending,HIGH
TR00853,HR,2,130,1,2,Quality,Pending,MEDIUM
TR00854,FI,2,127,1,4,Development,Approved,HIGH
TR00855,SD,1,23,2,4,Quality,Rejected,HIGH
TR00856,HR,6,63,0,3,Production,Pending,HIGH
TR00857,HR,5,163,1,4,Quality,Pending,HIGH
TR00858,HR,4,50,1,2,Production,Pending,MEDIUM
TR00859,MM,4,192,2,3,Development,Pending,HIGH
TR00860,SD,4,241,0,4,Production,Pending,HIGH
TR00861,HR,6,48,0,4,Production,Pending,HIGH
TR00862,MM,1,117,2,4,Production,Pending,HIGH
TR00863,MM,2,228,1,0,Quality,Approved,MEDIUM
TR00864,MM,6,62,1,0,Development,Approved,MEDIUM
TR00865,HR,2,265,1,4,Quality,Approved,HIGH
TR00866,SD,6,268,1,3,Production,Rejected,HIGH
TR00867,HR,4,28,0,2,Quality,Rejected,LOW
TR00868,FI,1,208,0,3,Production,Pending,HIGH
TR00869,SD,1,87,2,0,Production,Approved,HIGH
TR00870,HR,2,207,2,0,Quality,Rejected,HIGH
TR00871,SD,3,168,1,3,Production,Pending,HIGH
TR00872,HR,5,123,2,4,Quality,Rejected,HIGH
TR00873,FI,3,118,0,1,Production,Rejected,MEDIUM
TR00874,FI,1,73,1,2,Quality,Pending,MEDIUM
TR00875,HR,4,13,2,3,Development,Rejected,HIGH
TR00876,HR,5,18,0,1,Quality,Rejected,LOW
TR00877,SD,2,171,0,2,Production,Approved,MEDIUM
TR00878,HR,4,116,2,0,Quality,Rejected,HIGH
TR00879,FI,3,239,2,2,Development,Pending,HIGH
TR00880,FI,6,215,0,3,Production,Approved,HIGH
TR00881,SD,1,21,0,2,Development,Approved,LOW
TR00882,SD,1,15,0,1,Development,Approved,LOW
TR00883,HR,3,270,2,4,Quality,Approved,HIGH
TR00884,HR,4,232,2,1,Production,Rejected,HIGH
TR00885,SD,2,78,2,4,Quality,Pending,HIGH
TR00886,SD,6,26,0,3,Quality,Approved,HIGH
TR00887,FI,3,183,1,3,Development,Pending,HIGH
TR00888,SD,3,49,2,0,Quality,Pending,HIGH
TR00889,MM,1,42,1,4,Development,Pending,HIGH
TR00890,MM,6,116,1,0,Development,Pending,MEDIUM
TR00891,MM,5,235,0,2,Development,Approved,MEDIUM
TR00892,SD,6,181,1,1,Quality,Pending,MEDIUM
TR00893,SD,1,73,0,1,Quality,Pending,LOW
TR00894,SD,5,156,1,3,Production,Pending,HIGH
TR00895,FI,1,43,2,2,Quality,Rejected,HIGH
TR00896,MM,1,54,2,2,Development,Approved,HIGH
TR00897,MM,5,143,1,4,Quality,Rejected,HIGH
TR00898,MM,6,25,0,3,Quality,Pending,HIGH
TR00899,MM,1,29,2,1,Development,Approved,HIGH
TR00900,FI,1,148,2,1,Production,Approved,HIGH
TR00901,FI,6,154,2,3,Development,Pending,HIGH
TR00902,MM,1,217,0,1,Quality,Approved,MEDIUM
TR00903,HR,5,177,1,1,Quality,Pending,MEDIUM
TR00904,HR,2,46,2,4,Quality,Pending,HIGH
TR00905,FI,2,102,0,0,Production,Approved,MEDIUM
TR00906,MM,4,10,2,4,Development,Rejected,HIGH
TR00907,HR,1,180,0,0,Quality,Pending,MEDIUM
TR00908,MM,2,163,0,1,Development,Approved,MEDIUM
TR00909,HR,4,154,1,0,Quality,Approved,MEDIUM
TR00910,MM,1,275,2,2,Quality,Approved,HIGH
TR00911,FI,1,126,0,0,Quality,Rejected,HIGH
TR00912,FI,5,97,2,2,Quality,Rejected,HIGH
TR00913,SD,4,295,0,0,Quality,Rejected,MEDIUM
TR00914,HR,1,172,2,1,Production,Approved,HIGH
TR00915,MM,2,39,2,4,Development,Approved,HIGH
TR00916,HR,5,155,2,2,Quality,Pending,HIGH
TR00917,HR,2,50,2,1,Quality,Rejected,HIGH
TR00918,MM,4,19,2,1,Development,Rejected,HIGH
TR00919,FI,5,115,0,2,Development,Pending,MEDIUM
TR00920,MM,3,169,2,4,Quality,Rejected,HIGH
TR00921,FI,6,206,0,1,Production,Rejected,HIGH
TR00922,MM,1,295,1,2,Quality,Pending,MEDIUM
TR00923,MM,3,170,0,3,Development,Pending,HIGH
TR00924,HR,1,38,1,2,Quality,Approved,MEDIUM
TR00925,FI,1,10,1,3,Production,Pending,HIGH
TR00926,SD,3,123,0,0,Quality,Pending,MEDIUM
TR00927,HR,3,260,2,2,Quality,Rejected,HIGH
TR00928,HR,2,271,1,4,Quality,Rejected,HIGH
TR00929,FI,4,132,1,4,Production,Approved,HIGH
TR00930,FI,5,159,0,0,Quality,Approved,HIGH
TR00931,HR,5,211,2,0,Quality,Pending,HIGH
TR00932,HR,5,215,0,2,Production,Approved,MEDIUM
TR00933,FI,5,242,0,0,Quality,Rejected,HIGH
TR00934,HR,4,209,2,4,Production,Approved,HIGH
TR00935,MM,6,113,1,4,Production,Approved,HIGH
TR00936,MM,6,74,2,0,Development,Rejected,HIGH
TR00937,SD,3,282,1,2,Quality,Pending,MEDIUM
TR00938,MM,5,44,2,2,Quality,Approved,HIGH
TR00939,SD,4,79,1,0,Development,Approved,MEDIUM
TR00940,HR,4,98,2,0,Quality,Rejected,HIGH
TR00941,MM,6,137,2,2,Quality,Pending,HIGH
TR00942,HR,2,191,1,4,Development,Approved,HIGH
TR00943,FI,4,147,1,0,Development,Rejected,HIGH
TR00944,SD,5,119,2,4,Quality,Pending,HIGH
TR00945,FI,6,155,1,4,Production,Approved,HIGH
TR00946,HR,6,295,0,2,Quality,Pending,MEDIUM
TR00947,FI,5,13,2,0,Quality,Approved,HIGH
TR00948,SD,5,62,2,2,Development,Rejected,HIGH
TR00949,HR,1,180,1,1,Production,Pending,MEDIUM
TR00950,MM,6,272,1,2,Quality,Rejected,MEDIUM
TR00951,SD,2,73,1,3,Production,Pending,HIGH
TR00952,SD,5,242,0,2,Production,Pending,MEDIUM
